id,variant,fps,map_percent,pareto_optimal
1,fp16_unoptimized,33.75592975616455,59.42594339737391,False
2,fp16_optimized,39.907501856486,59.449583156544264,True
3,int8_int16,46.528919628688264,58.920641172842025,True
4,int8_per_channel,105.77435678149027,56.84253255449225,True
5,int8_per_tensor,107.95869588851929,56.19091969089549,True
